,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_gamma,param_lambda,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params
0,0.8499613302397525,0.8615622583139985,0.8614551083591331,0.8576585869004641,0.005444010767545521,17,1.728119134902954,0.032243453423841086,0.031246423721313477,3.371747880871523e-07,0.002107681249770302,0.15548655863280092,1.8992018546362966e-06,5.593977880531548e-08,0.09690606246621411,18,1,63,0.7394782887996654,"OrderedDict([('alpha', 0.002107681249770302), ('colsample_bytree', 0.15548655863280092), ('gamma', 1.8992018546362966e-06), ('lambda', 5.593977880531548e-08), ('learning_rate', 0.09690606246621411), ('max_depth', 18), ('min_child_weight', 1), ('n_estimators', 63), ('subsample', 0.7394782887996654)])"
1,0.8832173240525909,0.8847641144624904,0.8869969040247678,0.8849922640536358,0.0015513219049297683,4,5.9654161135355634,0.08929552567182335,0.026038328806559246,0.0073655270557539485,0.0014191129358860485,0.4011458906809745,1.8023871181327715e-09,0.00016493015774619377,0.06410712948858617,15,0,68,0.928723943060398,"OrderedDict([('alpha', 0.0014191129358860485), ('colsample_bytree', 0.4011458906809745), ('gamma', 1.8023871181327715e-09), ('lambda', 0.00016493015774619377), ('learning_rate', 0.06410712948858617), ('max_depth', 15), ('min_child_weight', 0), ('n_estimators', 68), ('subsample', 0.928723943060398)])"
2,0.8267594740912606,0.8105181747873164,0.8072755417956656,0.814853017019082,0.008524171457202303,26,1.1311039129892986,0.020000322640343404,0.016702651977539062,0.0008135365277009706,0.029757134630289256,0.11210414545821715,0.004978031904676388,2.298511845001651e-06,0.07868733345223605,14,7,68,0.990466056612989,"OrderedDict([('alpha', 0.029757134630289256), ('colsample_bytree', 0.11210414545821715), ('gamma', 0.004978031904676388), ('lambda', 2.298511845001651e-06), ('learning_rate', 0.07868733345223605), ('max_depth', 14), ('min_child_weight', 7), ('n_estimators', 68), ('subsample', 0.990466056612989)])"
3,0.8584686774941995,0.843000773395205,0.8529411764705882,0.85146982980918,0.006400616025881875,18,3.554868300755819,0.10686522736694487,0.02083730697631836,0.007362889370471878,0.0021426951012001308,0.47041569591763044,1.1268483194913195e-08,6.66204158391103e-05,0.06832822098683475,18,10,81,0.7635782745932461,"OrderedDict([('alpha', 0.0021426951012001308), ('colsample_bytree', 0.47041569591763044), ('gamma', 1.1268483194913195e-08), ('lambda', 6.66204158391103e-05), ('learning_rate', 0.06832822098683475), ('max_depth', 18), ('min_child_weight', 10), ('n_estimators', 81), ('subsample', 0.7635782745932461)])"
4,0.8662026295436969,0.8576952822892498,0.8622291021671826,0.8620422898401238,0.0034760666428250426,15,3.0522939364115396,0.04858563197928765,0.02772378921508789,0.005563475799368203,0.07928046473600696,0.4235608075984558,1.67665900058721e-09,0.007078758136627042,0.08734715018039703,10,7,75,0.9382689022901303,"OrderedDict([('alpha', 0.07928046473600696), ('colsample_bytree', 0.4235608075984558), ('gamma', 1.67665900058721e-09), ('lambda', 0.007078758136627042), ('learning_rate', 0.08734715018039703), ('max_depth', 10), ('min_child_weight', 7), ('n_estimators', 75), ('subsample', 0.9382689022901303)])"
5,0.7710750193348801,0.7811291569992266,0.771671826625387,0.774626095925735,0.00460569614748594,28,1.131296714146932,0.0033156384384819427,0.02293872833251953,0.004850259326633685,0.5106133530537277,0.48831290154495777,0.00015871959913138373,2.378120953403264e-07,0.17987104851840577,1,7,65,0.8582316148739674,"OrderedDict([('alpha', 0.5106133530537277), ('colsample_bytree', 0.48831290154495777), ('gamma', 0.00015871959913138373), ('lambda', 2.378120953403264e-07), ('learning_rate', 0.17987104851840577), ('max_depth', 1), ('min_child_weight', 7), ('n_estimators', 65), ('subsample', 0.8582316148739674)])"
6,0.8360402165506574,0.8151585460170147,0.8235294117647058,0.8249097472924187,0.008581648661999711,23,1.8628868261973064,0.09102985003026166,0.02266089121500651,0.007131192831386921,0.0007038195949977947,0.1870471358367638,0.0001717764390722999,3.535710042142777e-05,0.027503210440228108,17,6,73,0.9438912542272697,"OrderedDict([('alpha', 0.0007038195949977947), ('colsample_bytree', 0.1870471358367638), ('gamma', 0.0001717764390722999), ('lambda', 3.535710042142777e-05), ('learning_rate', 0.027503210440228108), ('max_depth', 17), ('min_child_weight', 6), ('n_estimators', 73), ('subsample', 0.9438912542272697)])"
7,0.8097447795823666,0.822892498066512,0.8335913312693498,0.8220732336255802,0.009751914217437143,24,1.3713886737823486,0.007361537148306795,0.031388044357299805,0.0,7.003402338794183e-07,0.7649914723977279,0.015029751458901291,0.0035582900404887425,0.18721863266560737,2,5,50,0.5657522887795485,"OrderedDict([('alpha', 7.003402338794183e-07), ('colsample_bytree', 0.7649914723977279), ('gamma', 0.015029751458901291), ('lambda', 0.0035582900404887425), ('learning_rate', 0.18721863266560737), ('max_depth', 2), ('min_child_weight', 5), ('n_estimators', 50), ('subsample', 0.5657522887795485)])"
8,0.8638824439288476,0.8754833720030936,0.8800309597523219,0.8731304796286746,0.006798966029654133,13,5.356560230255127,0.06501394884594766,0.021044095357259113,0.007219155497368183,1.063691222396563e-05,0.5666965754517326,0.03431344193351762,0.14470390515416198,0.06949980334805778,10,3,96,0.6665270013623132,"OrderedDict([('alpha', 1.063691222396563e-05), ('colsample_bytree', 0.5666965754517326), ('gamma', 0.03431344193351762), ('lambda', 0.14470390515416198), ('learning_rate', 0.06949980334805778), ('max_depth', 10), ('min_child_weight', 3), ('n_estimators', 96), ('subsample', 0.6665270013623132)])"
9,0.8669760247486465,0.8723897911832946,0.881578947368421,0.8736462093862816,0.006027097352869097,12,4.9790581067403155,0.022066179223171622,0.015624761581420898,2.3602235166100658e-06,1.1176346558801303e-08,0.7060830767861989,0.0002775173143273028,0.7884064568114199,0.5199784343596193,8,7,96,0.9782870712898664,"OrderedDict([('alpha', 1.1176346558801303e-08), ('colsample_bytree', 0.7060830767861989), ('gamma', 0.0002775173143273028), ('lambda', 0.7884064568114199), ('learning_rate', 0.5199784343596193), ('max_depth', 8), ('min_child_weight', 7), ('n_estimators', 96), ('subsample', 0.9782870712898664)])"
