,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_lambda,param_learning_rate,param_max_depth,param_min_child_samples,param_min_child_weight,param_n_estimators,param_num_leaves,param_subsample,params
0,0.8857395925597874,0.8865248226950354,0.8820921985815603,0.8847858197932054,0.0019310540685055068,26,0.19040584564208984,0.005415639501772341,0.011050860087076822,0.00781454769624227,0.002107681249770302,0.15548655863280092,3.331980983333953e-05,0.01955630450001451,25,44,1,63,49,0.8380437488771677,"OrderedDict([('alpha', 0.002107681249770302), ('colsample_bytree', 0.15548655863280092), ('lambda', 3.331980983333953e-05), ('learning_rate', 0.01955630450001451), ('max_depth', 25), ('min_child_samples', 44), ('min_child_weight', 1), ('n_estimators', 63), ('num_leaves', 49), ('subsample', 0.8380437488771677)])"
1,0.941541186891054,0.9361702127659575,0.9157801418439716,0.9311669128508124,0.011096509160099534,7,0.3127853075663249,0.01522214039860602,0.005541245142618815,0.007489408936334806,0.0014191129358860485,0.4011458906809745,2.253905381018277e-09,0.07405425417827127,21,37,0,68,86,0.97361656350803,"OrderedDict([('alpha', 0.0014191129358860485), ('colsample_bytree', 0.4011458906809745), ('lambda', 2.253905381018277e-09), ('learning_rate', 0.07405425417827127), ('max_depth', 21), ('min_child_samples', 37), ('min_child_weight', 0), ('n_estimators', 68), ('num_leaves', 86), ('subsample', 0.97361656350803)])"
2,0.8990256864481843,0.8962765957446809,0.8794326241134752,0.8915805022156573,0.008660978492465856,25,0.22149078051249185,0.008754664157856163,0.012139240900675455,0.005715899399249435,0.029757134630289256,0.11210414545821715,1.7314688020982822,0.0363279695074096,23,34,7,68,98,0.7043752238884904,"OrderedDict([('alpha', 0.029757134630289256), ('colsample_bytree', 0.11210414545821715), ('lambda', 1.7314688020982822), ('learning_rate', 0.0363279695074096), ('max_depth', 23), ('min_child_samples', 34), ('min_child_weight', 7), ('n_estimators', 68), ('num_leaves', 98), ('subsample', 0.7043752238884904)])"
3,0.929140832595217,0.9157801418439716,0.9069148936170213,0.9172821270310192,0.009136284020467608,18,0.290571133295695,0.0073901043407019395,0.01638372739156087,0.00027086374643001235,0.0021426951012001308,0.47041569591763044,2.8250146152751187e-08,0.06366995699596882,21,44,10,81,54,0.823873025266173,"OrderedDict([('alpha', 0.0021426951012001308), ('colsample_bytree', 0.47041569591763044), ('lambda', 2.8250146152751187e-08), ('learning_rate', 0.06366995699596882), ('max_depth', 21), ('min_child_samples', 44), ('min_child_weight', 10), ('n_estimators', 81), ('num_leaves', 54), ('subsample', 0.823873025266173)])"
4,0.937112488928255,0.9308510638297872,0.924645390070922,0.9308714918759232,0.005090067668021176,8,0.3417059580485026,0.01337931339120153,0.013137420018513998,0.010200587027463492,0.07928046473600696,0.4235608075984558,2.039931637924683e-09,0.1385669035760294,24,23,7,75,88,0.6770325653097798,"OrderedDict([('alpha', 0.07928046473600696), ('colsample_bytree', 0.4235608075984558), ('lambda', 2.039931637924683e-09), ('learning_rate', 0.1385669035760294), ('max_depth', 24), ('min_child_samples', 23), ('min_child_weight', 7), ('n_estimators', 75), ('num_leaves', 88), ('subsample', 0.6770325653097798)])"
5,0.9052258635961028,0.9095744680851063,0.9051418439716312,0.9066469719350074,0.002069878012799981,23,0.31292351086934406,0.007676553672075358,0.018369197845458984,0.0011484173282248406,0.5106133530537277,0.48831290154495777,0.014932512122258476,0.024890807719120164,32,0,7,65,72,0.7334407340772909,"OrderedDict([('alpha', 0.5106133530537277), ('colsample_bytree', 0.48831290154495777), ('lambda', 0.014932512122258476), ('learning_rate', 0.024890807719120164), ('max_depth', 32), ('min_child_samples', 0), ('min_child_weight', 7), ('n_estimators', 65), ('num_leaves', 72), ('subsample', 0.7334407340772909)])"
6,0.9264836138175376,0.9202127659574468,0.8838652482269503,0.910192023633678,0.0187869874187511,22,0.29578415552775067,0.008424968773754838,0.01418741544087728,0.0004245249437955901,0.0007038195949977947,0.1870471358367638,0.01665307343246502,0.057290081534939315,12,41,6,73,89,0.507426883976751,"OrderedDict([('alpha', 0.0007038195949977947), ('colsample_bytree', 0.1870471358367638), ('lambda', 0.01665307343246502), ('learning_rate', 0.057290081534939315), ('max_depth', 12), ('min_child_samples', 41), ('min_child_weight', 6), ('n_estimators', 73), ('num_leaves', 89), ('subsample', 0.507426883976751)])"
7,0.9202834366696191,0.9157801418439716,0.9086879432624113,0.9149187592319055,0.004773193466563059,21,0.16788959503173828,0.0007405359618209815,0.011264801025390625,0.003041927746779754,7.003402338794183e-07,0.7649914723977279,7.950894187851702,0.12355876464076353,32,2,5,50,15,0.7870849295764947,"OrderedDict([('alpha', 7.003402338794183e-07), ('colsample_bytree', 0.7649914723977279), ('lambda', 7.950894187851702), ('learning_rate', 0.12355876464076353), ('max_depth', 32), ('min_child_samples', 2), ('min_child_weight', 5), ('n_estimators', 50), ('num_leaves', 15), ('subsample', 0.7870849295764947)])"
8,0.9264836138175376,0.9273049645390071,0.9175531914893617,0.9237813884785819,0.004415776065400713,14,0.24878573417663574,0.00671213850645094,0.005894660949707031,0.007309121406547559,1.063691222396563e-05,0.5666965754517326,24.829873319807408,0.22912899063527542,22,24,3,96,35,0.6744128576493404,"OrderedDict([('alpha', 1.063691222396563e-05), ('colsample_bytree', 0.5666965754517326), ('lambda', 24.829873319807408), ('learning_rate', 0.22912899063527542), ('max_depth', 22), ('min_child_samples', 24), ('min_child_weight', 3), ('n_estimators', 96), ('num_leaves', 35), ('subsample', 0.6744128576493404)])"
9,0.9379982285208148,0.9352836879432624,0.9273049645390071,0.9335302806499262,0.004538391548689674,6,0.19663492838541666,0.007570775401758638,0.021044572194417317,0.008764440185619794,1.1176346558801303e-08,0.7060830767861989,0.032275672553322046,0.3039426848104651,43,18,7,96,96,0.8349147196404216,"OrderedDict([('alpha', 1.1176346558801303e-08), ('colsample_bytree', 0.7060830767861989), ('lambda', 0.032275672553322046), ('learning_rate', 0.3039426848104651), ('max_depth', 43), ('min_child_samples', 18), ('min_child_weight', 7), ('n_estimators', 96), ('num_leaves', 96), ('subsample', 0.8349147196404216)])"
