,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_base_estimator,param_learning_rate,param_n_estimators,params
13,0.9380993897122929,0.932868352223191,0.9293193717277487,0.9334302325581395,0.0036061299195198106,5,22.581604957580566,0.04837144650241753,0.6970435778299967,0.02806881598189205,SAMME,DecisionTreeClassifier(max_depth=2),1.0,500,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 1.0), ('n_estimators', 500)])"
14,0.934612031386225,0.927637314734089,0.9293193717277487,0.9305232558139535,0.0029722335530526617,11,16.556064287821453,0.14264137829809193,0.6226021448771158,0.035292871759788326,SAMME.R,DecisionTreeClassifier(max_depth=2),0.3215050913264496,344,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.3215050913264496), ('n_estimators', 344)])"
15,0.8631211857018308,0.8596338273757629,0.8534031413612565,0.8587209302325581,0.004019284243193618,27,18.872395515441895,0.15870805523793674,0.5410122076670328,0.05212767272246617,SAMME,DecisionTreeClassifier(max_depth=2),0.01,424,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.01), ('n_estimators', 424)])"
16,0.916303400174368,0.9110723626852659,0.912739965095986,0.9133720930232558,0.002182102190441786,19,2.8405885696411133,0.08405229806629777,0.08114242553710938,0.017470898751935443,SAMME,DecisionTreeClassifier(max_depth=2),1.0,61,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 1.0), ('n_estimators', 61)])"
17,0.9206625980819529,0.9206625980819529,0.9232111692844677,0.9215116279069767,0.0012012332489370376,17,2.2997469902038574,0.059160816685604835,0.08696643511454265,0.01247545821092656,SAMME.R,DecisionTreeClassifier(max_depth=2),1.0,50,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 1.0), ('n_estimators', 50)])"
18,0.939843068875327,0.9293809938971229,0.931064572425829,0.9334302325581395,0.004587323791335757,5,24.048407793045044,0.24589480584853732,0.8834728399912516,0.023960072346758485,SAMME.R,DecisionTreeClassifier(max_depth=2),0.28126990784116923,500,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.28126990784116923), ('n_estimators', 500)])"
19,0.9389712292938099,0.9380993897122929,0.9336823734729494,0.9369186046511628,0.0023148977336067142,1,25.961135149002075,0.17738239164473538,0.910964568456014,0.04413328226009573,SAMME.R,DecisionTreeClassifier(max_depth=2),0.11211817712823689,497,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.11211817712823689), ('n_estimators', 497)])"
20,0.9363557105492589,0.9319965126416739,0.9092495636998255,0.9258720930232558,0.011882836948895867,14,11.930016994476318,0.2467249984116737,0.45142396291097003,0.029754690538908647,SAMME.R,DecisionTreeClassifier(max_depth=2),0.9915364439280776,262,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.9915364439280776), ('n_estimators', 262)])"
21,0.937227550130776,0.9380993897122929,0.9354275741710296,0.9369186046511628,0.0011123568182572032,1,24.441091696421307,0.28964162170560853,0.805790901184082,0.026365373661746155,SAMME.R,DecisionTreeClassifier(max_depth=2),0.1337294561064078,500,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.1337294561064078), ('n_estimators', 500)])"
22,0.9389712292938099,0.9267654751525719,0.9275741710296684,0.9311046511627907,0.005573508944838229,9,13.276060581207275,0.24969355146497638,0.3449803988138835,0.032348479824735606,SAMME,DecisionTreeClassifier(max_depth=2),1.0,308,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 1.0), ('n_estimators', 308)])"
23,0.8613775065387969,0.8631211857018308,0.8551483420593369,0.8598837209302326,0.0034218438040325033,26,2.37638266881307,0.05862169000206603,0.07841269175211589,0.0037305383912899217,SAMME,DecisionTreeClassifier(max_depth=2),0.09902533187048165,50,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.09902533187048165), ('n_estimators', 50)])"
24,0.8927637314734089,0.8823016564952049,0.8821989528795812,0.8857558139534883,0.004956603737355195,22,22.599324544270832,0.16787065830191883,0.5721598466237386,0.03393441060242106,SAMME,DecisionTreeClassifier(max_depth=2),0.05757929783226871,500,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.05757929783226871), ('n_estimators', 500)])"
25,0.93025283347864,0.9380993897122929,0.9345549738219895,0.9343023255813954,0.0032087814140905465,3,17.491237719853718,0.22874300052963337,0.6406861146291097,0.010928444755460499,SAMME.R,DecisionTreeClassifier(max_depth=2),0.10724086182834343,387,"OrderedDict([('algorithm', 'SAMME.R'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.10724086182834343), ('n_estimators', 387)])"
26,0.9311246730601569,0.9197907585004359,0.9284467713787086,0.9264534883720931,0.004837425298171234,13,24.56139341990153,0.23309533235465646,0.6928852399190267,0.00167208347917573,SAMME,DecisionTreeClassifier(max_depth=2),0.4321661949306157,499,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.4321661949306157), ('n_estimators', 499)])"
27,0.7044463818657367,0.7035745422842197,0.7338568935427574,0.713953488372093,0.014072199610702432,28,2.9304002126057944,0.018285454919466922,0.09900228182474773,0.007962348009163104,SAMME,DecisionTreeClassifier(max_depth=2),0.01015804731875823,59,"OrderedDict([('algorithm', 'SAMME'), ('base_estimator', DecisionTreeClassifier(max_depth=2)), ('learning_rate', 0.01015804731875823), ('n_estimators', 59)])"
