,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_gamma,param_lambda,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params
10,0.8671978751660027,0.9162234042553191,0.910904255319149,0.8896276595744681,0.9122340425531915,0.8992289284764691,0.01851129313410927,17,10.635750341415406,0.31010191995705605,0.016128110885620116,0.0031120301235479054,4.1275303276683586e-05,1.0,1e-09,0.005843013862558028,1.0,13,0,50,0.654225967774793,"OrderedDict([('alpha', 4.1275303276683586e-05), ('colsample_bytree', 1.0), ('gamma', 1e-09), ('lambda', 0.005843013862558028), ('learning_rate', 1.0), ('max_depth', 13), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.654225967774793)])"
11,0.5816733067729084,0.5824468085106383,0.5824468085106383,0.5824468085106383,0.5824468085106383,0.5822919436320129,0.00030952402507477097,23,0.737155818939209,0.01657297156473069,0.025549936294555663,0.005781024994191307,1.0,0.1,1e-09,1000.0,0.01,0,0,58,1.0,"OrderedDict([('alpha', 1.0), ('colsample_bytree', 0.1), ('gamma', 1e-09), ('lambda', 1000.0), ('learning_rate', 0.01), ('max_depth', 0), ('min_child_weight', 0), ('n_estimators', 58), ('subsample', 1.0)])"
12,0.8738379814077025,0.8776595744680851,0.8577127659574468,0.8617021276595744,0.8617021276595744,0.8665248604094655,0.0077669171078857055,19,23.56890959739685,0.5931932902602622,0.02252354621887207,0.00327564689403603,1.0,1.0,1e-09,1000.0,0.03537598063395397,17,0,100,1.0,"OrderedDict([('alpha', 1.0), ('colsample_bytree', 1.0), ('gamma', 1e-09), ('lambda', 1000.0), ('learning_rate', 0.03537598063395397), ('max_depth', 17), ('min_child_weight', 0), ('n_estimators', 100), ('subsample', 1.0)])"
13,0.9309428950863213,0.9388297872340425,0.9242021276595744,0.925531914893617,0.9215425531914894,0.9282105822919436,0.006130229702182983,12,3.8782492160797117,0.04652768985664521,0.020790529251098634,0.0039196992848010885,0.004119075841860079,0.1,1e-09,3.0995452968358134e-08,0.030257354046066724,10,0,80,0.9739236407020242,"OrderedDict([('alpha', 0.004119075841860079), ('colsample_bytree', 0.1), ('gamma', 1e-09), ('lambda', 3.0995452968358134e-08), ('learning_rate', 0.030257354046066724), ('max_depth', 10), ('min_child_weight', 0), ('n_estimators', 80), ('subsample', 0.9739236407020242)])"
14,0.9389110225763613,0.9414893617021277,0.9428191489361702,0.9428191489361702,0.9414893617021277,0.9415049189045467,0.0014275447887348392,6,4.185264825820923,0.040923510378259864,0.019566917419433595,0.004003134072781855,1.3457920647138357e-05,0.1,1e-09,1e-09,0.36534896933290234,20,0,50,0.8958299043307665,"OrderedDict([('alpha', 1.3457920647138357e-05), ('colsample_bytree', 0.1), ('gamma', 1e-09), ('lambda', 1e-09), ('learning_rate', 0.36534896933290234), ('max_depth', 20), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.8958299043307665)])"
15,0.8353253652058433,0.8164893617021277,0.7898936170212766,0.788563829787234,0.8351063829787234,0.8130816272268013,0.020641627716095793,21,1.753375768661499,0.08019048717719682,0.017529869079589845,0.006574448627808348,1e-09,0.1,1e-09,149.20448928402885,0.01,20,0,50,0.5,"OrderedDict([('alpha', 1e-09), ('colsample_bytree', 0.1), ('gamma', 1e-09), ('lambda', 149.20448928402885), ('learning_rate', 0.01), ('max_depth', 20), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.5)])"
16,0.9243027888446215,0.9441489361702128,0.7460106382978723,0.9321808510638298,0.9428191489361702,0.8978994948152087,0.07627915294309043,18,2.8945298194885254,0.14061899718582876,0.021878719329833984,0.0030367043866927185,0.00033818465435697637,0.1,3.720448002384129e-06,1.0998953219616426e-07,1.0,20,0,50,1.0,"OrderedDict([('alpha', 0.00033818465435697637), ('colsample_bytree', 0.1), ('gamma', 3.720448002384129e-06), ('lambda', 1.0998953219616426e-07), ('learning_rate', 1.0), ('max_depth', 20), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 1.0)])"
17,0.950863213811421,0.9574468085106383,0.9428191489361702,0.9481382978723404,0.9441489361702128,0.9486838606753523,0.005230043966562081,2,7.3161839008331295,0.05845942656791884,0.019892311096191405,0.004398576756965524,6.837949891344249e-05,0.4120911740852755,1e-09,1.626501023119927e-06,0.37992426783942546,14,0,50,0.887400519617906,"OrderedDict([('alpha', 6.837949891344249e-05), ('colsample_bytree', 0.4120911740852755), ('gamma', 1e-09), ('lambda', 1.626501023119927e-06), ('learning_rate', 0.37992426783942546), ('max_depth', 14), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.887400519617906)])"
18,0.9442231075697212,0.9547872340425532,0.949468085106383,0.9348404255319149,0.9401595744680851,0.9446955596915714,0.006963860145487431,5,6.380024480819702,0.08722230010557028,0.021988582611083985,0.005223718175606043,1.3995847275895571e-05,0.27147829587262184,1e-09,1e-09,0.2580911132170718,19,0,50,0.5,"OrderedDict([('alpha', 1.3995847275895571e-05), ('colsample_bytree', 0.27147829587262184), ('gamma', 1e-09), ('lambda', 1e-09), ('learning_rate', 0.2580911132170718), ('max_depth', 19), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.5)])"
19,0.9389110225763613,0.961436170212766,0.9454787234042553,0.9521276595744681,0.9468085106382979,0.9489497474076044,0.0075296400536768665,1,6.275642967224121,0.13031559403793702,0.02018136978149414,0.006031142404050753,0.00019924519155244455,0.32989933298568475,1e-09,1.0342642810019773e-09,0.29762436795987596,15,0,50,0.857340870632541,"OrderedDict([('alpha', 0.00019924519155244455), ('colsample_bytree', 0.32989933298568475), ('gamma', 1e-09), ('lambda', 1.0342642810019773e-09), ('learning_rate', 0.29762436795987596), ('max_depth', 15), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.857340870632541)])"
20,0.7078353253652059,0.7021276595744681,0.6981382978723404,0.7087765957446809,0.6914893617021277,0.701675086413188,0.006400603837066404,22,2.62605242729187,0.10371942485393047,0.019378471374511718,0.006629054407130414,2.3923539227808185e-05,0.1,1e-09,1000.0,0.01,11,0,79,0.5,"OrderedDict([('alpha', 2.3923539227808185e-05), ('colsample_bytree', 0.1), ('gamma', 1e-09), ('lambda', 1000.0), ('learning_rate', 0.01), ('max_depth', 11), ('min_child_weight', 0), ('n_estimators', 79), ('subsample', 0.5)])"
21,0.9402390438247012,0.9574468085106383,0.9481382978723404,0.9454787234042553,0.9428191489361702,0.9468226535495878,0.0059294618287815005,3,11.267006206512452,0.28171494398481595,0.01823105812072754,0.003390067803954217,2.2491378797880083e-07,0.6249625556255671,1e-09,8.199316912062289e-07,0.2679860542262744,19,0,50,0.5,"OrderedDict([('alpha', 2.2491378797880083e-07), ('colsample_bytree', 0.6249625556255671), ('gamma', 1e-09), ('lambda', 8.199316912062289e-07), ('learning_rate', 0.2679860542262744), ('max_depth', 19), ('min_child_weight', 0), ('n_estimators', 50), ('subsample', 0.5)])"
22,0.9402390438247012,0.9375,0.9335106382978723,0.9321808510638298,0.925531914893617,0.9337942036692369,0.00502472452088216,11,5.609892892837524,0.16193567072757795,0.02212696075439453,0.009152783577327111,1e-09,0.3359115161816394,4.034595472832787e-07,1.0546533375620022e-05,0.04097492296952159,9,0,68,0.585906824790697,"OrderedDict([('alpha', 1e-09), ('colsample_bytree', 0.3359115161816394), ('gamma', 4.034595472832787e-07), ('lambda', 1.0546533375620022e-05), ('learning_rate', 0.04097492296952159), ('max_depth', 9), ('min_child_weight', 0), ('n_estimators', 68), ('subsample', 0.585906824790697)])"
23,0.5816733067729084,0.5824468085106383,0.5824468085106383,0.5824468085106383,0.5824468085106383,0.5822919436320129,0.00030952402507477097,23,1.0408934593200683,0.03293893619459536,0.02460641860961914,0.007005770463703905,0.005218392723880844,1.0,1e-09,1000.0,0.4275375147840923,0,0,53,0.5008183201071418,"OrderedDict([('alpha', 0.005218392723880844), ('colsample_bytree', 1.0), ('gamma', 1e-09), ('lambda', 1000.0), ('learning_rate', 0.4275375147840923), ('max_depth', 0), ('min_child_weight', 0), ('n_estimators', 53), ('subsample', 0.5008183201071418)])"
24,0.9296148738379814,0.9401595744680851,0.9414893617021277,0.9242021276595744,0.9361702127659575,0.934325977133741,0.006533080758024686,9,6.100903415679932,0.05696592558366465,0.025591564178466798,0.0031959107029432957,1.1257014627913703e-06,0.7340257486267407,1e-09,3.7147838903210847e-09,0.26731791895671136,14,7,52,0.7677674634649959,"OrderedDict([('alpha', 1.1257014627913703e-06), ('colsample_bytree', 0.7340257486267407), ('gamma', 1e-09), ('lambda', 3.7147838903210847e-09), ('learning_rate', 0.26731791895671136), ('max_depth', 14), ('min_child_weight', 7), ('n_estimators', 52), ('subsample', 0.7677674634649959)])"
