,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_colsample_bytree,param_gamma,param_lambda,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params
20,0.937112488928255,0.9397163120567376,0.9193262411347518,0.9320531757754801,0.009059895091258959,11,1.276230017344157,0.020514764436819034,0.010637203852335611,0.007524371011068504,1.0,0.13175861163680663,0.0110213386740301,2.1182007985187764e-06,0.11756383074567141,15,1,97,0.9317681206972779,"OrderedDict([('alpha', 1.0), ('colsample_bytree', 0.13175861163680663), ('gamma', 0.0110213386740301), ('lambda', 2.1182007985187764e-06), ('learning_rate', 0.11756383074567141), ('max_depth', 15), ('min_child_weight', 1), ('n_estimators', 97), ('subsample', 0.9317681206972779)])"
21,0.9264836138175376,0.9104609929078015,0.8980496453900709,0.9116691285081241,0.011640351219878182,22,1.178341229756673,0.10307902155227759,0.010908842086791992,0.007714546775085558,2.4569794553509725e-08,0.45944925588968566,1.3649676549041067e-06,0.14507111441256987,0.8259445624799264,8,8,98,0.6089125578271894,"OrderedDict([('alpha', 2.4569794553509725e-08), ('colsample_bytree', 0.45944925588968566), ('gamma', 1.3649676549041067e-06), ('lambda', 0.14507111441256987), ('learning_rate', 0.8259445624799264), ('max_depth', 8), ('min_child_weight', 8), ('n_estimators', 98), ('subsample', 0.6089125578271894)])"
22,0.9362267493356953,0.9326241134751773,0.9193262411347518,0.9293943870014771,0.007268067667815987,14,1.5395371119181316,0.07538564263888861,0.01203775405883789,0.008208275930863238,1.0,1.0,1e-09,1.7056207124457672e-06,1.0,14,0,100,1.0,"OrderedDict([('alpha', 1.0), ('colsample_bytree', 1.0), ('gamma', 1e-09), ('lambda', 1.7056207124457672e-06), ('learning_rate', 1.0), ('max_depth', 14), ('min_child_weight', 0), ('n_estimators', 100), ('subsample', 1.0)])"
23,0.9512843224092117,0.9450354609929078,0.9308510638297872,0.9423929098966026,0.0085490700565767,1,4.745221853256226,0.10699463973484452,0.010636647542317709,0.007523461816019014,2.380703295778542e-09,0.6509499233734528,2.5248376932964543e-07,0.20266107720965026,0.1761726732286402,20,0,100,0.5710670401120673,"OrderedDict([('alpha', 2.380703295778542e-09), ('colsample_bytree', 0.6509499233734528), ('gamma', 2.5248376932964543e-07), ('lambda', 0.20266107720965026), ('learning_rate', 0.1761726732286402), ('max_depth', 20), ('min_child_weight', 0), ('n_estimators', 100), ('subsample', 0.5710670401120673)])"
24,0.9300265721877768,0.9273049645390071,0.9299645390070922,0.9290989660265879,0.0012685224179816578,15,1.0477505524953206,0.015727967556709334,0.010946194330851236,0.007742778085406476,0.3227246875166516,0.40808206691997984,1e-09,1.348286171837422e-07,1.0,17,0,91,1.0,"OrderedDict([('alpha', 0.3227246875166516), ('colsample_bytree', 0.40808206691997984), ('gamma', 1e-09), ('lambda', 1.348286171837422e-07), ('learning_rate', 1.0), ('max_depth', 17), ('min_child_weight', 0), ('n_estimators', 91), ('subsample', 1.0)])"
25,0.8387953941541186,0.8386524822695035,0.8421985815602837,0.8398818316100443,0.001638865642772168,30,0.2605466842651367,0.007881797846325271,0.011070728302001953,0.007828187055019415,4.5031477099347414e-08,0.13958888367986672,0.010803922750978832,1e-09,0.16002819643142616,1,2,66,0.8094006217115366,"OrderedDict([('alpha', 4.5031477099347414e-08), ('colsample_bytree', 0.13958888367986672), ('gamma', 0.010803922750978832), ('lambda', 1e-09), ('learning_rate', 0.16002819643142616), ('max_depth', 1), ('min_child_weight', 2), ('n_estimators', 66), ('subsample', 0.8094006217115366)])"
26,0.899911426040744,0.898936170212766,0.8936170212765957,0.8974889217134416,0.0027660494208052834,25,2.3194687366485596,0.09901872276775009,0.010901451110839844,0.007719117160612037,1.1302619465943546e-08,0.9893611607126811,0.0001684686092448246,0.008651795221574572,0.021142660240854157,10,10,84,0.6430528281155704,"OrderedDict([('alpha', 1.1302619465943546e-08), ('colsample_bytree', 0.9893611607126811), ('gamma', 0.0001684686092448246), ('lambda', 0.008651795221574572), ('learning_rate', 0.021142660240854157), ('max_depth', 10), ('min_child_weight', 10), ('n_estimators', 84), ('subsample', 0.6430528281155704)])"
27,0.9317980513728964,0.9184397163120568,0.9193262411347518,0.9231905465288035,0.006099865553020379,17,3.1489151318868003,0.0398275629834171,0.0001655419667561849,0.0002341116945285127,1.8940263096173155e-05,0.4741613727945341,0.49999999999999994,36.777217710370635,0.3372625772543746,15,0,100,0.6602740444049434,"OrderedDict([('alpha', 1.8940263096173155e-05), ('colsample_bytree', 0.4741613727945341), ('gamma', 0.49999999999999994), ('lambda', 36.777217710370635), ('learning_rate', 0.3372625772543746), ('max_depth', 15), ('min_child_weight', 0), ('n_estimators', 100), ('subsample', 0.6602740444049434)])"
28,0.9344552701505757,0.9459219858156028,0.9326241134751773,0.9376661742983752,0.005884135518275679,4,3.9631038506825766,0.1123145933011591,0.00624847412109375,0.008836676846188087,0.010034739161147636,0.7336844210173685,0.004249363268958719,31.677081432824245,1.0,20,0,80,0.5,"OrderedDict([('alpha', 0.010034739161147636), ('colsample_bytree', 0.7336844210173685), ('gamma', 0.004249363268958719), ('lambda', 31.677081432824245), ('learning_rate', 1.0), ('max_depth', 20), ('min_child_weight', 0), ('n_estimators', 80), ('subsample', 0.5)])"
29,0.9441984056687334,0.9441489361702128,0.9281914893617021,0.938847858197932,0.007533548262935046,3,2.319451014200846,0.050810449901000955,0.010946830113728842,0.007762176316283177,0.013517776452084292,0.18396235448338083,3.6368230233089827e-09,4.2973519368911924e-09,0.033840396157844274,20,0,100,0.788084286409034,"OrderedDict([('alpha', 0.013517776452084292), ('colsample_bytree', 0.18396235448338083), ('gamma', 3.6368230233089827e-09), ('lambda', 4.2973519368911924e-09), ('learning_rate', 0.033840396157844274), ('max_depth', 20), ('min_child_weight', 0), ('n_estimators', 100), ('subsample', 0.788084286409034)])"
