,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params
0,0.9007971656333038,0.9086879432624113,0.8962765957446809,0.9019202363367799,0.005128080505180705,27,0.21980746587117514,0.0064077684444515896,0.02774786949157715,0.005860699394751419,True,entropy,19,log2,0.7416559821292414,5,2,88,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 19), ('max_features', 'log2'), ('max_samples', 0.7416559821292414), ('min_samples_leaf', 5), ('min_samples_split', 2), ('n_estimators', 88)])"
1,0.7413640389725421,0.6790780141843972,0.7154255319148937,0.7119645494830132,0.025547473615425996,30,0.1616497834523519,0.015107448383118944,0.02583479881286621,0.006827678534296264,True,entropy,2,log2,0.6976920510966386,4,2,105,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 2), ('max_features', 'log2'), ('max_samples', 0.6976920510966386), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 105)])"
2,0.9149689991142604,0.9060283687943262,0.901595744680851,0.9075332348596751,0.005562690770432607,25,0.26633429527282715,0.026675934718205157,0.04275989532470703,0.007535099154966994,True,entropy,39,log2,0.7194966829176728,4,7,103,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 39), ('max_features', 'log2'), ('max_samples', 0.7194966829176728), ('min_samples_leaf', 4), ('min_samples_split', 7), ('n_estimators', 103)])"
3,0.8777679362267493,0.8661347517730497,0.8519503546099291,0.865288035450517,0.010557743433023152,28,0.29923081398010254,0.012884969866054637,0.026926120122273762,0.007255326247392185,True,entropy,7,log2,0.7044770277962679,4,10,144,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 7), ('max_features', 'log2'), ('max_samples', 0.7044770277962679), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 144)])"
4,0.7891939769707705,0.8067375886524822,0.7960992907801419,0.797341211225997,0.007216286690142788,29,0.2579047679901123,0.01994576962590254,0.021199385325113933,0.007688745160141421,True,entropy,2,sqrt,0.7306059413249412,3,8,126,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 2), ('max_features', 'sqrt'), ('max_samples', 0.7306059413249412), ('min_samples_leaf', 3), ('min_samples_split', 8), ('n_estimators', 126)])"
5,0.933569530558016,0.9406028368794326,0.9202127659574468,0.9314623338257016,0.008455420479537649,17,0.2927837371826172,0.012971213410660331,0.03693405787150065,0.007478304423075366,True,entropy,30,log2,0.8074655102407171,1,7,96,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 30), ('max_features', 'log2'), ('max_samples', 0.8074655102407171), ('min_samples_leaf', 1), ('min_samples_split', 7), ('n_estimators', 96)])"
6,0.9105403011514615,0.9069148936170213,0.8945035460992907,0.9039881831610044,0.006866597492956709,26,0.2871280511220296,0.02986548163801157,0.02133949597676595,0.0075763393897256915,True,entropy,30,log2,0.6076489309992668,4,6,120,"OrderedDict([('bootstrap', True), ('criterion', 'entropy'), ('max_depth', 30), ('max_features', 'log2'), ('max_samples', 0.6076489309992668), ('min_samples_leaf', 4), ('min_samples_split', 6), ('n_estimators', 120)])"
7,0.9424269264836138,0.9352836879432624,0.9308510638297872,0.9361890694239291,0.004769318967396726,15,0.22014458974202475,0.004175345745832308,0.01107637087504069,0.0034751790476825048,False,gini,41,sqrt,0.8117255219265136,1,6,51,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 41), ('max_features', 'sqrt'), ('max_samples', 0.8117255219265136), ('min_samples_leaf', 1), ('min_samples_split', 6), ('n_estimators', 51)])"
8,0.9379982285208148,0.9317375886524822,0.9175531914893617,0.9290989660265879,0.008553156667138052,18,0.7701809406280518,0.03435666305288014,0.0423890749613444,0.015061252968091807,False,gini,43,sqrt,0.7062859760566833,3,5,187,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 43), ('max_features', 'sqrt'), ('max_samples', 0.7062859760566833), ('min_samples_leaf', 3), ('min_samples_split', 5), ('n_estimators', 187)])"
9,0.9424269264836138,0.9343971631205674,0.9228723404255319,0.9332348596750369,0.00802588826708188,16,0.7372424602508545,0.02246056133363756,0.04752516746520996,0.012621294264618063,False,gini,32,sqrt,0.9204164063481333,2,8,188,"OrderedDict([('bootstrap', False), ('criterion', 'gini'), ('max_depth', 32), ('max_features', 'sqrt'), ('max_samples', 0.9204164063481333), ('min_samples_leaf', 2), ('min_samples_split', 8), ('n_estimators', 188)])"
